"coverage","name","issn","ranking","category","update"
"INTERNATIONAL","Computers and Operations Research","0305-0548","2","Operations Research","2014"
"INTERNATIONAL","Decision Sciences","0011-7315","2","Operations Research","2014"
"INTERNATIONAL","Journal of the Operational Research Society","0160-5682","2","Operations Research","2014"
"INTERNATIONAL","Omega","0305-0483","2","Operations Research","2014"
"INTERNATIONAL","Operations Research Letters","0167-6377","2","Operations Research","2014"
"INTERNATIONAL","4OR: A Quarterly Journal of Operations Research","1619-4500","3","Operations Research","2014"
"INTERNATIONAL","Decision Analysis","1545-8490","3","Operations Research","2014"
"INTERNATIONAL","Discrete Optimization","1572-5286","3","Operations Research","2014"
"INTERNATIONAL","International Transactions in Operational Research","0969-6016","3","Operations Research","2014"
"INTERNATIONAL","Journal of Productivity Analysis","0895-562X","3","Operations Research","2014"
"INTERNATIONAL","Mathematical Methods of Operations Research","1432-2994","3","Operations Research","2014"
"INTERNATIONAL","Naval Research Logistics Quarterly","0894-069X","3","Operations Research","2014"
"INTERNATIONAL","Networks","0028-3045","3","Operations Research","2014"
"INTERNATIONAL","OR Spectrum","0171-6468","3","Operations Research","2014"
"INTERNATIONAL","RAIRO","0399-0559","3","Operations Research","2014"
"INTERNATIONAL","TOP: An Official Journal of the Spanish Society of Statistics and Operations Research","1134-5764","3","Operations Research","2014"
"INTERNATIONAL","Asia Pacific Journal of Operations Research","0217-5959","4","Operations Research","2014"
"INTERNATIONAL","Central European Journal of Operations Research","1435-246X","4","Operations Research","2014"
"INTERNATIONAL","INFOR","0315-5986","4","Operations Research","2014"
"INTERNATIONAL","Journal of Multi-Criteria Decision Analysis","1057-9214","4","Operations Research","2014"
"INTERNATIONAL","Administrative Science Quarterly","0001-8392","1","Organization Studies","2014"
"INTERNATIONAL","Organization","1350-5084","1","Organization Studies","2014"
"INTERNATIONAL","Organization Science","1047-7039","1","Organization Studies","2014"
"INTERNATIONAL","Organization Studies","0170-8406","1","Organization Studies","2014"
"INTERNATIONAL","Journal of Organizational Behavior","0894-3796","2","Organization Studies","2014"
"INTERNATIONAL","Organizational Dynamics","0090-2616","2","Organization Studies","2014"
"INTERNATIONAL","Organizational Research Methods","1094-4281","2","Organization Studies","2014"
"INTERNATIONAL","Research in Organizational Behavior","0191-3085","2","Organization Studies","2014"
"INTERNATIONAL","Group Dynamics: Theory, Research and Practice","1089-2699","3","Organization Studies","2014"
"INTERNATIONAL","Group Processes and Intergroup Relations","1368-4302","3","Organization Studies","2014"
"INTERNATIONAL","Journal of Applied Behavioral Science","0021-8863","3","Organization Studies","2014"
"INTERNATIONAL","Journal of Organisational Behaviour Management","0160-8061","3","Organization Studies","2014"
"INTERNATIONAL","Journal of Organizational Change Management","0953-4814","3","Organization Studies","2014"
"INTERNATIONAL","Organization and Environment","1086-0266","3","Organization Studies","2014"
"INTERNATIONAL","Culture and Organization","1475-9551","4","Organization Studies","2014"
"INTERNATIONAL","Économies et Sociétés série ""Économie de l’Entreprise""","1760-8864","4","Organization Studies","2014"
"INTERNATIONAL","Gérer et Comprendre","0295-4397","4","Organization Studies","2014"
"INTERNATIONAL","Journal of Knowledge Management","1367-3270","4","Organization Studies","2014"
"INTERNATIONAL","Leadership","1742-7150","4","Organization Studies","2014"
"INTERNATIONAL","Learning Organization","0969-6474","4","Organization Studies","2014"
"INTERNATIONAL","Management Communication Quarterly","0893-3189","4","Organization Studies","2014"
"INTERNATIONAL","International Journal of Production Economics","0925-5273","1","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Operations Management","0272-6963","1","Production and Operations Management","2014"
"INTERNATIONAL","Production and Operations Management","1059-1478","1","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Operations and Production Management","0144-3577","2","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Production Research","0020-7543","2","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Business Logistics","0735-3766","2","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Quality Technology","0022-4065","2","Production and Operations Management","2014"
"INTERNATIONAL","Production Planning and Control","0953-7287","2","Production and Operations Management","2014"
"INTERNATIONAL","Transportation Research Part E: Logistics and Transportation","1366-5545","2","Production and Operations Management","2014"
"INTERNATIONAL","Computers and Industrial Engineering","0360-8352","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Flexible Manufacturing Systems (International Journal of Flexible Manufactu","0920-6299","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Logistics Management","0957-4903","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Logistics: Research and Applications","1367-5567","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Manufacturing Technology and Management","1368-2148","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Physical Distribution and Logistics Management","0960-0035","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Project Management","0263-7863","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Quality and Reliability Management","0265-671X","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Retail and Distribution Management","0959-0552","3","Production and Operations Management","2014"
"INTERNATIONAL","International Journal of Technology Management","0267-5730","3","Production and Operations Management","2014"
"INTERNATIONAL","Journal Européen des Systèmes Automatisés","1269-6935","3","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Manufacturing and Operations Management","0890-2577","3","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Manufacturing Systems","0278-6125","3","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Purshasing and Supply Management","1478-4092","3","Production and Operations Management","2014"
"INTERNATIONAL","Production and Inventory Management Journal","0897-8336","3","Production and Operations Management","2014"
"INTERNATIONAL","Supply Chain Management: An International Journal","1359-8546","3","Production and Operations Management","2014"
"INTERNATIONAL","Industrial Management and Data Systems","0263-5577","4","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Manufacturing Technology Management (formerl","0957-6061","4","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Service Management","1757-5818","4","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Supply Chain Management","1523-2409","4","Production and Operations Management","2014"
"INTERNATIONAL","Manufacturing and Service Operations Management","1523-4614","4","Production and Operations Management","2014"
"INTERNATIONAL","Quality Management Journal","1068-6967","4","Production and Operations Management","2014"
"INTERNATIONAL","Revue Française de Gestion Industrielle","0242-9780","4","Production and Operations Management","2014"
"INTERNATIONAL","Supply Chain Forum: An International Journal","1625-8312","4","Production and Operations Management","2014"
"INTERNATIONAL","Total Quality Management & Business Excellence","1478-3363","4","Production and Operations Management","2014"
"INTERNATIONAL","Journal of Public Economics","0047-2727","1","Public Economics and Public Choice","2014"
"INTERNATIONAL","Public Choice","0048-5829","1","Public Economics and Public Choice","2014"
"INTERNATIONAL","Social Choice and Welfare","0176-1714","1","Public Economics and Public Choice","2014"
"INTERNATIONAL","International Tax and Public Finance","0927-5940","2","Public Economics and Public Choice","2014"
"INTERNATIONAL","Journal of Policy Analysis & Management","1520-6688","2","Public Economics and Public Choice","2014"
"INTERNATIONAL","Journal of Public Economic Theory","1097-3923","2","Public Economics and Public Choice","2014"
"INTERNATIONAL","National Tax Journal","0028-0283","2","Public Economics and Public Choice","2014"
"INTERNATIONAL","Review of Income and Wealth","0034-6586","2","Public Economics and Public Choice","2014"
"INTERNATIONAL","Economics and Politics","0954-1985","3","Public Economics and Public Choice","2014"
"INTERNATIONAL","Economics of Governance","1435-8131","3","Public Economics and Public Choice","2014"
"INTERNATIONAL","Fiscal Studies","0143-5671","3","Public Economics and Public Choice","2014"
"INTERNATIONAL","Journal of Economic Inequality","1569-1721","3","Public Economics and Public Choice","2014"
"INTERNATIONAL","Nonprofit and Voluntary Sector Quarterly","0899-7640","3","Public Economics and Public Choice","2014"
"INTERNATIONAL","Economics of Planning","1573-9414","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Économie Publique","1373-8496","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Finanz Archiv","0015-2218","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Journal of Happiness Studies","1389-4978","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Journal of Policy Modeling","0161-8938","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Journal of Public Finance and Public Choice","1120-7019","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Public Finance Review","1091-1421","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Review of International Organizations","1559-7431","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Urban Public Economics Review","1697-6223","4","Public Economics and Public Choice","2014"
"INTERNATIONAL","Journal of Public Administration Research and Theory","1053-1858","1","Public Management","2014"
"INTERNATIONAL","Public Administration Review","0033-3352","1","Public Management","2014"
"INTERNATIONAL","Administration and Society","0095-3997","2","Public Management","2014"
"INTERNATIONAL","Policy and Politics","0305-5736","2","Public Management","2014"
"INTERNATIONAL","Evaluation","1356-3890","3","Public Management","2014"
"INTERNATIONAL","Governance","0952-1895","3","Public Management","2014"
"INTERNATIONAL","International Journal of Public Administration","0190-0692","3","Public Management","2014"
"INTERNATIONAL","International Journal of Public Sector Management","0951-3558","3","Public Management","2014"
"INTERNATIONAL","International Review of Administrative Sciences","0020-8523","3","Public Management","2014"
"INTERNATIONAL","Local Government Studies","0300-3930","3","Public Management","2014"
"INTERNATIONAL","Public Administration: An International Quarterly","0033-3298","3","Public Management","2014"
"INTERNATIONAL","Public Administration and Development","0271-2075","3","Public Management","2014"
"INTERNATIONAL","Public Management Review","1471-9037","3","Public Management","2014"
"INTERNATIONAL","Public Money and Management","0954-0962","3","Public Management","2014"
"INTERNATIONAL","Public Organization Review","1566-7170","3","Public Management","2014"
"INTERNATIONAL","Politiques et Management Public","0758-1726","4","Public Management","2014"
"INTERNATIONAL","International Review of Public Administration","1229-4659","4","Public Management","2014"
"INTERNATIONAL","Revue Française d’Administration Publique","0152-7401","4","Public Management","2014"
"INTERNATIONAL","Economic Geography","0013-0095","1","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Journal of Economic Geography","1468-2702","1","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Journal of Urban Economics","0094-1190","1","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Annals of Regional Science","0570-1864","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Economic Development Quarterly","0891-2424","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Environment and Planning (A)","0308-518X","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","International Regional Science Review","0160-0176","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Journal of Housing Economics","1051-1377","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Journal of Regional Science","0022-4146","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Land Economics","0023-7639","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Papers in Regional Science","1056-8190","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Regional Science and Urban Economics","0166-0462","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Regional Studies","0034-3404","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Transportation Research A","0965-8564","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Transportation Research B","0191-2615","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Transportation Science","0041-1655","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Urban Studies","0042-0980","2","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Annals of Tourism Research","0160-7383","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Canadian Journal of Regional Science","0705-4580","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Growth and Change","0017-4815","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Housing Studies","0267-3037","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","International Journal of Transport Economics","0391-8440","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Journal of Real Estate Finance and Economics","0895-5638","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Journal of Transport Economics and Policy","0022-5258","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Real Estate Economics","1080-8620","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Revue d'Économie Régionale et Urbaine","0180-7307","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Tourism Management","0261-5177","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Transport Reviews","0144-1647","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Transportation Research D","1361-9209","3","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Cahiers Scientifiques du Transport","1150-8809","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Économie Rurale","0013-0559","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","European Planning Studies","0965-4313","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Géographie Économie Société","1295-926X","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","International Journal of Urban and Regional Research","0309-1317","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Journal of Travel Research","0047-2875","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Région et Développement","1267-5059","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
"INTERNATIONAL","Spatial Economic Analysis","1742-1772","4","Urban, Spatial and Regional Economics, transportation and tourism","2014"
